nctid,facility,city,country
NCT00965289,University Hospital,Nantes,France
NCT01252589,Centre Hospitalier Universitaire of Poitiers,Poitiers,France
NCT02869789,Local Institution - 0118,Bordeaux,France
NCT02869789,Local Institution - 0075,Dijon,France
NCT02869789,Local Institution - 0069,Marseille,France
NCT02869789,Local Institution - 0076,Paris,France
NCT02869789,Local Institution - 0074,Pessac,France
NCT02869789,Local Institution - 0071,Rennes,France
NCT02869789,Local Institution - 0070,Saint Herblain,France
NCT02869789,Local Institution - 0072,Strasbourg,France
NCT02869789,Local Institution - 0073,Toulon,France
NCT05333367,Centre Hospitalier Universitaire de Besançon,Besançon,France
NCT00740467,Marseille Institute of Cancer - Institut J. Paoli and I. Calmettes,Marseille,France
NCT03144167,CHU Amiens Picardie,Amiens,France
NCT01647867,Centre Hospitalier Régional et Universitaire,Lille,France
NCT01647867,Oscar Lambret Center,Lille,France
NCT00241267,University Hospital of TOURS,Tours,France
NCT03738267,Chu Besancon,Besançon,France
NCT03738267,Chu Bordeaux,Bordeaux,France
NCT03738267,Centre François Baclesse,Caen,France
NCT03738267,Chu Grenoble Alpes,Grenoble,France
NCT03738267,Ap-Hp Tenon,Paris,France
NCT03738267,Chu Poitiers,Poitiers,France
NCT03738267,Chu Toulouse,Toulouse,France
NCT03738267,Institut Gustave Roussy IGR,Villejuif,France
NCT05169567,Institut Bergonié - Centre Régional de Lutte Contre Le Cancer de Bordeaux et Sud Ouest,Bordeaux,France
NCT05169567,CHRU de Brest,Brest,France
NCT05169567,Hôpital privé du Confluent SAS,Nantes,France
NCT05169567,CHD Vendee,La Roche-Sur-Yon,France
NCT03207867,Novartis Investigative Site,Marseille,France
NCT00875667,Polyclinique Bordeaux Nord Aquitaine Service Onco-Hematologie,Bordeaux,France
NCT00875667,Hotel Dieu,Clermont Ferrand,France
NCT00875667,CHU Hopital Michallon,Grenoble,France
NCT00875667,Centre Hospitalier Departemental Les Oudrairies,La Roche Sur Yon,France
NCT00875667,Clinique Victor Hugo,Le Mans,France
NCT00875667,CHRU-Hopital Claude Huriez,Lille,France
NCT00875667,CHU Dupuytren,Limoges,France
NCT00875667,Centre Leon Berard,Lyon,France
NCT00875667,Institut Paoli-Calmettes,Marseille,France
NCT00875667,CHU Montpellier - Hôpital Saint Eloi,Montpellier,France
NCT00875667,CHRU - Hotel Dieu,Nantes,France
NCT00875667,Centre Antoine Lacassagne Oncologie medicale et Hematologie,Nice,France
NCT00875667,Hopital Saint-Louis,Paris,France
NCT00875667,CHRU - Hopital du Haut Leveque,Pessac,France
NCT00875667,Centre Hospitalier Lyon Sud,Pierre-Bénite,France
NCT00875667,CHU Rennes Hematology,Rennes,France
NCT00875667,Centre Henri Becquerel,Rouen,France
NCT00875667,Hopital civil,Strasbourg,France
NCT00875667,CHRU Hôpital de Hautepierre,Strasbourg,France
NCT00875667,CHRU Hopitaux de Brabois,Vandoeuvre,France
NCT03578367,Novartis Investigative Site,Bordeaux,France
NCT03059667,Annemasse - CH,Ambilly,France
NCT03059667,Angers - CHU,Angers,France
NCT03059667,CH,Colmar,France
NCT03059667,CHRU Grenoble,Grenoble,France
NCT03059667,Centre Hospitalier - Pneumologie,Le Mans,France
NCT03059667,Lorient - CHBS,Lorient,France
NCT03059667,Montpellier - CHRU,Montpellier,France
NCT03059667,Mulhouse - CH,Mulhouse,France
NCT03059667,Centre Antoine Lacassagne,Nice,France
NCT03059667,AP-HP Hopital Tenon - Pneumologie,Paris,France
NCT03059667,APHP - Paris Bichat,Paris,France
NCT03059667,GH Paris Saint-Joseph,Paris,France
NCT03059667,CHG de Pau,Pau,France
NCT03059667,HCL - Lyon Sud (Pneumologie),Pierre Bénite,France
NCT03059667,Rouen - CHU,Rouen,France
NCT03059667,Centre Hospitalier,Saint-Quentin,France
NCT03059667,Toulouse - CHU Larrey,Toulouse,France
NCT03059667,CHU Tours - Pneumologie,Tours,France
NCT02628067,MSD France,Paris,France
NCT04144140,Institut Gustave Roussy,Villejuif,France
NCT03491540,"Service de chirurgie viscérale, cancérologique / Hôpital Saint-Louis",Paris,France
NCT00884767,Centre Paul Papin,Angers,France
NCT02874040,Institut Curie,Paris,France
NCT02841540,Institut Gustave Roussy,Villejuif,France
NCT02841540,CHU Amiens-Picardie,Amiens,France
NCT02841540,Centre Hospitalier Universitaire d'Angers (CHU d'Angers),Angers,France
NCT02841540,Centre Hospitalier Universitaire (CHU) de Bordeaux,Bordeaux,France
NCT02841540,Centre Hospitalier - Le Mans,Le Mans,France
NCT02841540,Hôpital Claude Huriez,Lille,France
NCT02841540,Centre Hospitalier Lyon Sud,Pierre-Bénite,France
NCT01748240,CHU d'Angers,Angers,France
NCT01748240,CH Annecy,Annecy,France
NCT01748240,Hôpital Avignon,Avignon,France
NCT01748240,Centre hospitalier de la côte Basque,Bayonne,France
NCT01748240,Hôpital Avicenne,Bobigny,France
NCT01748240,CHU de Grenoble,Grenoble,France
NCT01748240,CH Le mans,Le Mans,France
NCT01748240,CH Lyon Sud,Lyon,France
NCT01748240,IPC-Unité d'Hématologie 3,Marseille,France
NCT01748240,CHU Nantes,Nantes,France
NCT01748240,Hôpital Archet1,Nice,France
NCT01748240,GHU Caremeau,Nimes,France
NCT01748240,Hôpital Saint Louis,Paris,France
NCT01748240,"Hopital Saint Louis - AP-HP, Hematology Dpt",Paris,France
NCT01748240,Hôpital Saint-Louis,Paris,France
NCT01748240,Hopital Cochin-Hematology,Paris,France
NCT01748240,Centre Hospitalier Joffre,Perpignan,France
NCT01748240,CHU de Haut-Lévèque,Pessac,France
NCT01748240,Centre Henri Becquerel,Rouen,France
NCT01748240,Hopital Purpan-Medecine interne,Toulouse,France
NCT01748240,"Hôpital PURPAN, Service d'Hématologie Clinique",Toulouse,France
NCT01748240,CHU Bretonneau,Tours,France
NCT01748240,CH de Valence,Valence,France
NCT01748240,CHU Brabois,Vandœuvre-Lès-Nancy,France
NCT03401840,Institut Sainte Catherine,Avignon,France
NCT03401840,Institut Bergonié,Bordeaux,France
NCT03401840,Polyclinique bordeaux Nord Aquitaine,Bordeaux,France
NCT03401840,Centre Jean Perrin,Clermont-Ferrand,France
NCT03401840,Centre Georges François Leclerc,Dijon,France
NCT03401840,Centre Oscar Lambret,Lille,France
NCT03401840,Centre Hospitalier de Bretagne Sud /Site du Scorff,Lorient,France
NCT03401840,Centre Léon Bérard,Lyon,France
NCT03401840,Hôpital Nord Franche-Comté,Montbéliard,France
NCT03401840,"Institut de Cancérologie de Montpellier, Val d'Aurelle",Montpellier,France
NCT03401840,Hôpital Tenon,Paris,France
NCT03401840,Hôpital Universitaire Pitié Salpêtrière - Charles Foix,Paris,France
NCT03401840,Hôpital Haut-Lévêque - Groupe hospitalier sud - CHU de Bordeaux,Pessac,France
NCT03401840,Centre Hospitalier Lyon-Sud,Pierre-Bénite,France
NCT03401840,Institut Jean Godinot,Reims,France
NCT03401840,Centre Henri Becquerel,Rouen,France
NCT03401840,Centre Hospitalier Privé Saint Grégoire,Saint Grégoire,France
NCT03401840,Institut de Cancérologie Lucien Neuwirth,Saint Priest En Jarez,France
NCT03401840,"Institut de Cancérologie de l'ouest, Site René Gauducheau",Saint-Herblain,France
NCT03401840,Centre Paul Strauss,Strasbourg,France
NCT03401840,Clinique Pasteur,Toulouse,France
NCT03401840,Institut Claudius Regaud,Toulouse,France
NCT03401840,Institut de Cancérologie de Lorraine,Vandœuvre-Lès-Nancy,France
NCT03401840,Institut Gustave Roussy,Villejuif,France
NCT01222767,Centre Léon Bérard,Lyon,France
NCT04404140,HOPITAL JEAN MINJOZ; Oncologie,Besancon,France
NCT04404140,Centre Val Aurelle Paul Lamarque; Radiotherapie,Montpellier,France
NCT04404140,Hopital d'Instruction des Armees de Begin,Saint-Mande,France
NCT04404140,Gustave Roussy,Villejuif,France
NCT04653740,Centre Oscar Lambret,Lille,France
NCT03638440,Paul Papin à Angers et site René Gauducheau,Nantes,France
NCT01620372,Centre Hospital-Universitaire Hôpital Nord,Amiens,France
NCT01620372,Centre Hospitalier-Universitaire,Angers,France
NCT01620372,Centre Hospitalier Régional Universitaire Hôpital Saint-Jacques,Besançon,France
NCT01620372,Groupe hospitalier Pellegrin,Bordeaux,France
NCT01620372,Centre Hospitalier Universaitaire Hôpital Côte de Nacre,Caen,France
NCT01620372,Centre Hospitalier Universitaire Hôpial Hôtel Dieu,Clermont Ferrand,France
NCT01620372,Centre Hospitalier Universaitaire hôpital d'enfants,Dijon,France
NCT01620372,Hôpital La Tronche,Grenoble,France
NCT01620372,Centre Oscar Lambret,Lille,France
NCT01620372,Hôpital Jeanne De Flandre,Lille,France
NCT01620372,Hôpital de la mère et de l'enfant,Limoges,France
NCT01620372,Institut d'Hématologie et Oncologie Pédiatrique,Lyon,France
NCT01620372,Centre Régional de Lutte Contre le Cancer Centre Léon Bérard,Lyon,France
NCT01620372,Hôpital d'Enfants de Margency (HEM) Croix Rouge Française,Margency,France
NCT01620372,AP-HM Hôpital de la Timone,Marseille,France
NCT01620372,Hôpital Arnaud De Villeneuve,Montpellier,France
NCT01620372,Centre Hospitalier Universaitaire Hôpital mère-enfant,Nantes,France
NCT01620372,Centre Antoine Lacassagne,Nice,France
NCT01620372,GCS Hôpitaux pédiatriques Centre Hospitalier Universitaire Lenval,Nice,France
NCT01620372,Institut Curie,Paris,France
NCT01620372,Hôpital Armand Trousseau,Paris,France
NCT01620372,CHRU de Poitiers La Miletrie,Poitiers,France
NCT01620372,Institut Jean Godinot,Reims,France
NCT01620372,Centre Hospitalier Universitaire de Reims Hôpital Maison Blanche,Reims,France
NCT01620372,Centre Hospitalier Universitaire Hôpital Sud,Rennes,France
NCT01620372,Hôpital Charles-Nicolle,Rouen,France
NCT01620372,Centre Hospitalier Universitaire Hôpital Nord,Saint Etienne,France
NCT01620372,Centre René Gauducheau de Nantes Atlantique,Saint-Herblain,France
NCT01620372,Centre Hospitalier de Saintonge,Saintes,France
NCT01620372,Hôpital Hautepierre,Strasbourg,France
NCT01620372,Institut Claudius Regaud,Toulouse,France
NCT01620372,Hôpital des Enfants,Toulouse,France
NCT01620372,Hôpital Clocheville,Tours,France
NCT01620372,Hôpital Brabois enfants CHU de Nancy,Vandoeuvre-Les-Nancy,France
NCT01620372,Centre Régional de Lutte Contre le Cancer de Lorraine ALEXIS VAUTRIN,Vandoeuvre-Les-Nancy,France
NCT01620372,Institut Gustave Roussy,Villejuif,France
NCT02079272,Institut Claudius Regaud,Toulouse,France
NCT02454972,Hôpital Cochin,Paris,France
NCT02454972,Institut Claudius Regaud,Toulouse,France
NCT02454972,Institut Gustave Roussy,Villejuif,France
NCT06712472,Centre Hospitalier D'Albi,Albi,France
NCT06712472,Institut Cancerologie de L'Ouest-Angers,Angers,France
NCT06712472,Chu Besancon,Besancon,France
NCT06712472,Centre Hospitalier de Carcassonne,Carcassonne,France
NCT06712472,Chu Dijon,Dijon,France
NCT06712472,Groupe Hospitalier Mutualiste de Grenoble,Grenoble,France
NCT06712472,CHU De LIMOGES,Limoges,France
NCT06712472,Centre LEON BERARD,Lyon,France
NCT06712472,Institut Paoli Calmettes,Marseille,France
NCT06712472,Centre Antoine LACASSAGNE,Nice,France
NCT06712472,Institut Marie-Curie,Paris,France
NCT06712472,Hopital Cochin,Paris,France
NCT06712472,INSTITUT CANCEROLOGIE DE L'OUEST-St HERBLAIN,St - Herblain,France
NCT06712472,Clinique Sainte Anne,Strasbourg,France
NCT06712472,Gustave Roussy,Villejuif,France
NCT04518072,University Hospital,Montpellier,France
NCT04518072,Clinique Beau Soleil,Montpellier,France
NCT01213472,GSK Investigational Site,Marseille,France
NCT01213472,GSK Investigational Site,Montpellier,France
NCT01213472,GSK Investigational Site,Nantes,France
NCT01213472,GSK Investigational Site,Paris,France
NCT04970472,Rangueil University Hospital,Toulouse,France
NCT02716272,Angers - CHU,Angers,France
NCT02716272,Avignon - Institut Sainte-Catherine,Avignon,France
NCT02716272,CHU,Clermont-Ferrand,France
NCT02716272,Dijon - CHU,Dijon,France
NCT02716272,Grenoble - CHU,Grenoble,France
NCT02716272,Centre Hospitalier - Pneumologie,Le Havre,France
NCT02716272,Centre Hospitalier - Pneumologie,Le Mans,France
NCT02716272,CHRU Lille - Hopital Calmette,Lille,France
NCT02716272,AP-HM Hôpital Nord,Marseille,France
NCT02716272,Mulhouse - CH,Mulhouse,France
NCT02716272,AP-HP Hopital Tenon - Pneumologie,Paris,France
NCT02716272,AP-HP Hôpital Bichat,Paris,France
NCT02716272,HCL Lyon Sud,Pierre Bénite,France
NCT02716272,Pontoise - CH,Pontoise,France
NCT02716272,Rennes - CHU,Rennes,France
NCT02716272,Rouen - CHU,Rouen,France
NCT02716272,Centre Etienne Dolet,Saint-Nazaire,France
NCT02716272,CHU Strasbourg,Strasbourg,France
NCT02716272,Toulon - CHI,Toulon,France
NCT02716272,Toulouse - CHU Larrey,Toulouse,France
NCT02716272,CHU Tours - Pneumologie,Tours,France
NCT02716272,Gustave Roussy,Villejuif,France
NCT05942872,Centre de référence des syndromes neurologiques paranéoplasiques et encéphalites autoimmunes,Lyon,France
NCT02252172,,Amiens N/A Picardie,France
NCT02252172,,Angers,France
NCT02252172,,Bayonne,France
NCT02252172,,Bretagne,France
NCT02252172,,Caen,France
NCT02252172,,Cergy Pontoise,France
NCT02252172,,Chalons Sur Saone,France
NCT02252172,,Clermont-Ferrand,France
NCT02252172,,Creteil,France
NCT02252172,,Dijon,France
NCT02252172,,Dunkerque,France
NCT02252172,,Grenoble,France
NCT02252172,,La Roche Sur Yon,France
NCT02252172,,Le Chesnay,France
NCT02252172,,Le Mans,France
NCT02252172,,Lille,France
NCT02252172,,Lille,France
NCT02252172,,Limoges,France
NCT02252172,,Lyon,France
NCT02252172,,Marseille,France
NCT02252172,,Metz-Tessy,France
NCT02252172,,Montivilliers,France
NCT02252172,,Montpellier,France
NCT02252172,,Mulhouse,France
NCT02252172,,Nantes,France
NCT02252172,,Nice N/A,France
NCT02252172,,Paris,France
NCT02252172,,Paris,France
NCT02252172,,Perigueux,France
NCT02252172,,Perpignan,France
NCT02252172,,Pessac,France
NCT02252172,,Poitiers,France
NCT02252172,,Reims,France
NCT02252172,,Rennes,France
NCT02252172,,Rouen,France
NCT02252172,,Saint Brieuc,France
NCT02252172,,Saint Priest En Jarez,France
NCT02252172,,St Malo,France
NCT02252172,,St Quentin,France
NCT02252172,,Strasbourg,France
NCT02252172,,Toulouse,France
NCT02252172,,Tours,France
NCT02252172,,Vandoeuvre Les Nancy,France
NCT03011372,Centre Leon Berard,Lyon,France
NCT03011372,Chu de Nice - Hospital L Archet,Nice,France
NCT03011372,Hospital Saint Louis,Paris,France
NCT03011372,Universitaire Du Cancer de Toulouse Institut Claudius Regaud Iuct-Oncopole,Toulouse,France
NCT06093672,Centre Hospitalier de Saint-Quentin,Saint-Quentin,France
NCT06093672,CHU de Nice,Nice,France
NCT06093672,Centre Hospitalier de Troyes,Troyes,France
NCT06093672,Hôpital Bretonneau,Tours,France
NCT06093672,CHU Nantes,Nantes,France
NCT06093672,CHU Angers,Angers,France
NCT06093672,CHU Amiens Hôpital Sud,Amiens,France
NCT06093672,Hôpital Saint Louis,Paris,France
NCT06093672,Hopital d'Argenteuil,Argenteuil,France
NCT01794572,"CLCC Bergonie, service de radiotherapie",Bordeaux,France
NCT01794572,"CHU Haut-Leveque, service d'Hématologie",Bordeaux,France
NCT01794572,"CLCC Oscar Lambret, service de radiothérapie",Lille,France
NCT01794572,"CHU Claude Huriez, service d'hématologie",Lille,France
NCT01794572,"CHU Hotel-Dieu, service d'hématologie",Nantes,France
NCT01794572,"CLCC ICO, service de radiothérapie",Saint-Herblain,France
NCT01794572,"CLCC Paul Strauss, service de radiothérapie",Strasbourg,France
NCT01794572,"CHU Hautepierre, service d'hématologie",Strasbourg,France
NCT01122472,CHR de la Région d'Annecy,Annecy,France
NCT01122472,CH Antibes-Juan les Pins,Antibes,France
NCT01122472,CH d'Arras,Arras,France
NCT01122472,Hopital Henri DUFFAUT,Avignon,France
NCT01122472,Hopital de BAYONNE,Bayonne,France
NCT01122472,CHG Mail Pierre Charlot,Blois,France
NCT01122472,Hôpital d'Avicenne,Bobigny,France
NCT01122472,Hopital Jean VERDIER,Bondy,France
NCT01122472,Polyclinique Bordeaux Nord Aquitaine,Bordeaux,France
NCT01122472,Hopital DUCHENNE,Boulogne Sur Mer,France
NCT01122472,CH de Bourg-en-Bresse,Bourg-En-Bresse,France
NCT01122472,Centre Hospitalier de Brive,Brive-La-Gaillarde,France
NCT01122472,Centre François Baclesse,Caen,France
NCT01122472,CHU Clémenceau- Côte de Nacre,Caen,France
NCT01122472,CH de Cannes,Cannes,France
NCT01122472,Hôpital de Châlon,Chalon Sur Saone,France
NCT01122472,Centre Hospitalier,Chambery,France
NCT01122472,CH Chartres,Chartres,France
NCT01122472,Hopital Antoine Béclère,Clamart,France
NCT01122472,Hôpital des instructions des Armées PERCY,Clamart,France
NCT01122472,Hopital Louis Pasteur,Colmar,France
NCT01122472,CH de Compiègne,Compiegne,France
NCT01122472,Hopital Sud Francilien,Corbeil-Essonnes,France
NCT01122472,CH Henri Mondor,Créteil,France
NCT01122472,CHU le Bocage,Dijon,France
NCT01122472,CH de Dunkerque,Dunkerque,France
NCT01122472,CHI Evreux,Evreux,France
NCT01122472,CHI Fréjus Saint Raphaêl,Frejus,France
NCT01122472,Institut Daniel Hollard,Grenoble,France
NCT01122472,Centre Hospitalier de Guéret,Gueret,France
NCT01122472,CHG La Rochelle,La Rochelle,France
NCT01122472,Hopital André Mignot,Le Chesnay,France
NCT01122472,Hopital Bicêtre,Le Kremlin-Bicêtre,France
NCT01122472,Clinique Victor Hugo - Centre Jean Bernard,Le Mans,France
NCT01122472,CHU de Lens,Lens,France
NCT01122472,CHRU de Lille,Lille,France
NCT01122472,Hôpital Saint Vincent de Paul,Lille,France
NCT01122472,Hopital DUPUYTREN,Limoges,France
NCT01122472,Centre Léon Bérard,Lyon,France
NCT01122472,Clinique de la Sauvegarde,Lyon,France
NCT01122472,CH les CHANAUX,Macon,France
NCT01122472,Institut Paoli Calmettes,Marseille,France
NCT01122472,Hopital Nord,Marseille,France
NCT01122472,CHG Meaux,Meaux,France
NCT01122472,CH Marc JACQUET,Melun,France
NCT01122472,Hopital Notre Dame de Bon Secours,Metz,France
NCT01122472,CRLC Val d'Aurelle,Montpellier,France
NCT01122472,Centre Azuréen de Cancérologie,Mougins,France
NCT01122472,Hopital Emile Muller- CHU Mulhouse,Mulhouse,France
NCT01122472,Hôpital Américain de Paris,Neuilly Sur Seine,France
NCT01122472,Centre Antoine Lacassagne,Nice,France
NCT01122472,CHU de Nice,Nice,France
NCT01122472,Hôtel Dieu,Paris,France
NCT01122472,Institut Curie,Paris,France
NCT01122472,Hopital de la Pitié Salpetrière,Paris,France
NCT01122472,Hopital Saint Antoine,Paris,France
NCT01122472,Hopital St-Louis,Paris,France
NCT01122472,Hopital NECKER,Paris,France
NCT01122472,CH de Perpignan,Perpignan,France
NCT01122472,Centre Hospitalier Lyon Sud,Pierre Bénite,France
NCT01122472,CH René DUBOS,Pontoise,France
NCT01122472,Hopital Robert DEBRE,Reims,France
NCT01122472,Centre Henri BECQUEREL,Rouen,France
NCT01122472,Clinique Mathilde,Rouen,France
NCT01122472,Centre René Huguenin,Saint Cloud,France
NCT01122472,CHG Saint Germain,St Germain En Laye,France
NCT01122472,CHI Toulon La Seyne-sur-mer,Toulon,France
NCT01122472,CHU Purpan Pav. Dieulafoy,Toulouse,France
NCT01122472,Hopital de Troyes,Troyes,France
NCT01122472,CH Valence,Valence,France
NCT01122472,CH de Valenciennes,Valenciennes,France
NCT01122472,CHU Nancy Brabois,Vandœuvre-Lès-Nancy,France
NCT01122472,Institut Gustave ROUSSY,Villejuif,France
NCT04529772,Research Site,Brest,France
NCT04529772,Research Site,Caen,France
NCT04529772,Research Site,Marseille,France
NCT04529772,Research Site,Montpellier,France
NCT04529772,Research Site,Nantes,France
NCT04529772,Research Site,Pessac,France
NCT04529772,Research Site,Pierre Benite,France
NCT04529772,Research Site,Rennes,France
NCT04529772,Research Site,Toulouse,France
NCT02976272,CHU Clermont-Ferrand,Clermont-Ferrand,France
NCT02402712,Centre Hospitalier Regional Metz-Thionville - Hopital de Mercy,Ars-Laquenexy,France
NCT02402712,Medipole De Savoie; Departement Oncologie,Challes Les Eaux,France
NCT02402712,Hopital Prive Sainte Marie,Chalon Sur Saone,France
NCT02402712,Centre Hospitalier Louis Pasteur,Chartes Le Coudray,France
NCT02402712,Pole Sante Republique; Pharmacie Oncologique,Clermont Ferrand,France
NCT02402712,Centre Georges Francois Leclerc,Dijon,France
NCT02402712,Groupe Hospitalier Mutualiste de Grenoble,Grenoble,France
NCT02402712,CHU de Grenoble,Grenoble,France
NCT02402712,Hopital Europeen,Marseille,France
NCT02402712,Centre Hospitalier de Mont de Marsan - Hopital Layne,Mont De Marsan,France
NCT02402712,Hopital Saint Joseph; Service de Rhumatologie,Paris,France
NCT02402712,Centre Hospitalier Lyon Sud,Pierre Benite,France
NCT02402712,Strasbourg Oncologie Libérale,Strasbourg,France
NCT02402712,Gustave Roussy,Villejuif,France
NCT03672695,Institut Paoli-Calmettes,Marseille,France
NCT03672695,Hopital Saint-Antoine,Paris,France
NCT03672695,Institut Universitaire du Cancer Toulouse - Oncopole,Toulouse,France
NCT00047112,Centre Hospitalier Regional et Universitaire d'Angers,Angers,France
NCT00047112,Centre Paul Papin,Angers,France
NCT00047112,,Arras,France
NCT00047112,CHR de Besancon - Hopital Jean Minjoz,Besancon,France
NCT00047112,CHU Ambroise Pare,Boulogne Billancourt,France
NCT00047112,Centre Hospitalier Docteur Duchenne,Boulogne Sur Mer,France
NCT00047112,C.H. Bourg En Bresse,Bourg En Bresse,France
NCT00047112,Centre Hospitalier de Bourgoin - Jallieu,Bourgoin-Jallieu,France
NCT00047112,CHU Brest - Hopital De La Cavale Blanche,Brest,France
NCT00047112,Centre Hospitalier General,Brive,France
NCT00047112,CHU de Caen,Caen,France
NCT00047112,Clinique Sainte Marie,Chalon Sur Saone,France
NCT00047112,"CHR Clermont Ferrand, Hotel dieu",Clermont-Ferrand,France
NCT00047112,Hopital Beaujon,Clichy,France
NCT00047112,Hopital Louis Pasteur,Colmar,France
NCT00047112,Centre Hospitalier de Lagny,Compiegne,France
NCT00047112,Centre Hospitalier Universitaire de Dijon,Dijon,France
NCT00047112,Centre Hospitalier De Dunkerque - CHD,Dunkerque,France
NCT00047112,,Evreux,France
NCT00047112,Centre Hospitalier Departemental,La Roche Sur Yon,France
NCT00047112,Hopital Andre Mignot,Le Chesnay,France
NCT00047112,Centre Jean Bernard,Le Mans,France
NCT00047112,Hopital Robert Boulin,Libourne,France
NCT00047112,Polyclinique Du Bois,Lille,France
NCT00047112,Centre Oscar Lambret,Lille,France
NCT00047112,Centre Hospitalier Regional et Universitaire de Lille,Lille,France
NCT00047112,Hopital de la Croix Rousse,Lyon,France
NCT00047112,Institut J. Paoli and I. Calmettes,Marseille,France
NCT00047112,Assistance Publique Hopitaux de Marseille Hopitaux Sud,Marseille,France
NCT00047112,CHU de la Timone,Marseille,France
NCT00047112,Centre Gray,Maubeuge,France
NCT00047112,Centre Hospitalier de Meaux,Meaux,France
NCT00047112,Hopital Notre-Dame de Bon Secours,Metz,France
NCT00047112,CH Meulan,Meulan-En-Yvelines,France
NCT00047112,Centre Regional de Lutte Contre le Cancer - Centre Val d'Aurelle,Montpellier,France
NCT00047112,Centre Hospitalier,Mulhouse,France
NCT00047112,CHR Hotel Dieu,Nantes,France
NCT00047112,Hopital de l'Archet,Nice,France
NCT00047112,CHR D'Orleans - Hopital de la Source,Orleans,France
NCT00047112,Hopital Saint Antoine,Paris,France
NCT00047112,Hopital Europeen Georges Pompidou,Paris,France
NCT00047112,Centre Hospitalier Lyon Sud,Pierre Benite,France
NCT00047112,Hopital Jean Bernard,Poitiers,France
NCT00047112,Centre Hospitalier De Pontivy,Pontivy,France
NCT00047112,Institut Jean Godinot,Reims,France
NCT00047112,Centre Hospitalier Universitaire,Reims,France
NCT00047112,Centre Eugene Marquis,Rennes,France
NCT00047112,Centre Rene Huguenin,Saint Cloud,France
NCT00047112,Centre Hospitalier Intercommunal de Poissy,Saint Germain-En-Laye,France
NCT00047112,Centre Joliot Curie Des Docteurs Jean-Christophe Chardon Jacques Hernandez Et Laurent Gasnault,Saint Martin Boulogne,France
NCT00047112,Centre Hospitalier General De Saint-Malo,Saint-Malo,France
NCT00047112,Clinique Sainte Clotilde,Sainte-Clotilde,France
NCT00047112,C.H. Senlis,Senlis,France
NCT00047112,Centre Hospitalier D'Agen,St. Esprit,France
NCT00047112,Centre Paul Strauss,Strasbourg,France
NCT00047112,Hopitaux Universitaire de Strasbourg,Strasbourg,France
NCT00047112,Hopital Universitaire Hautepierre,Strasbourg,France
NCT00047112,CHU de Tours,Tours,France
NCT00047112,Nouvelle Clinique Generale,Valence,France
NCT00047112,Centre Hospitalier de Valenciennes,Valenciennes,France
NCT00047112,CHU de Nancy - Hopitaux de Brabois,Vandoeuvre-Les-Nancy,France
NCT00047112,Centre d'Oncologie Saint-Yves,Vannes,France
NCT00047112,Institut Gustave Roussy,Villejuif,France
NCT00022672,,Avignon,France
NCT00022672,,Nice,France
NCT00174772,Sanofi-Aventis Administrative Office,Paris,France
NCT05099172,Institut Bergonié - Unicancer Nouvelle Aquitaine,Bordeaux,France
NCT05099172,Centre Léon Bérard,Lyon,France
NCT05099172,Assistance Publique Hopitaux de Marseille (AP-HM) - Hopital Nord,Marseille,France
NCT05099172,Hôpital Nord Laennec - Oncologie médicale thoracique et digestive,Nantes,France
NCT05099172,Institut Curie - Ulm - Paris,Paris,France
NCT05099172,Institut de Cancérologie de l'Ouest - Saint Herblain,Saint-Herblain,France
NCT05099172,Institut Gustave Roussy - Département de Médecine Oncologique,Villejuif,France
NCT03461172,Institut Paoli Calmettes,Marseille,France
NCT04690972,"PU-PH, Directeur de l'UMR_S1110 Unité Inserm d'affiliation : UMR_S1110",Strasbourg,France
NCT04846972,Hôpital Fleyriat,Bourg En Bresse,France
NCT04846972,"Hopital femme mère enfant, Hospices Civils de Lyon",Bron,France
NCT04846972,"Centre de lutte contre le Cancer JEAN PERRIN, CLERMONT-FERRAND",Clermont-Ferrand,France
NCT04846972,"Hopital de la croix rousse, Hospices Civils de Lyon",Lyon,France
NCT04846972,Centre Léon Berard,Lyon,France
NCT04846972,Hopital privé Jean Mermoz,Lyon,France
NCT04846972,"Service d'oncologie, Centre Hospitalier Annecy Genevois",Metz-Tessy,France
NCT04846972,"Hopital Lyon sud, Hospices civils de Lyon",Pierre-Bénite,France
NCT04846972,Clinique Charcot,Sainte-Foy-Lès-Lyon,France
NCT04846972,Centre Hospitalo-universitaire de saint Etienne,St Etienne,France
NCT04846972,Centre Hospitalier de Valence,Valence,France
NCT04075604,Local Institution - 0075,Bordeaux,France
NCT04075604,Local Institution - 0073,Creteil,France
NCT04075604,Local Institution - 0072,La Roche-Sur-Yon,France
NCT04075604,Centre Leon Berard,Lyon,France
NCT04075604,Local Institution - 0019,Marseille,France
NCT04075604,Centre de Cancerologie du Grand Montpellier,Montpellier,France
NCT04075604,Institut Claudius Regaud,Toulouse,France
NCT01370772,Stephane LEPRETRE,Rouen,France
NCT01370772,Guillaume CARTRON,Montpellier,France
NCT06479772,Hôpital Privé Jean Mermoz,Lyon,France
NCT05062772,"Hôpital Bretonneau, CHRU de Tours",Tours,France
NCT00543972,Sanofi-Aventis Administrative Office,Paris,France
NCT01864772,Hôpital de la Dracénie,Draguignan,France
NCT01864772,Institut Gustave Roussy,Villejuif,France
NCT04427072,Novartis Investigative Site,Caen,France
NCT04427072,Novartis Investigative Site,Paris,France
